uid,S-MHA Error,S-MHA Uncertainty,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,Validation Fold,Testing Fold,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
PHD_2675,7.615773105863909,0.5734715,8.246211251235321,0.4929704874753952,8.06225774829855,4.060386991500854,1,0,0,0,0
PHD_268,2.23606797749979,0.52362144,3.1622776601683795,0.441666567325592,9.055385138137416,12.479982852935793,1,0,3,2,2
PHD_2686,10.04987562112089,0.5602783,10.44030650891055,0.4807641059160232,15.132745950421556,11.067914915084838,1,0,3,0,1
PHD_2688,8.602325267042627,0.62582946,8.94427190999916,0.4842361539602279,12.083045973594572,10.496899509429932,1,0,2,0,0
PHD_2690,4.0,0.7988229,7.0,0.6146162360906601,5.385164807134504,2.5189107179641725,2,1,0,0,3
PHD_2692,3.605551275463989,0.81643295,3.1622776601683795,0.608211150765419,2.8284271247461903,2.92506320476532,2,1,1,1,2
PHD_2697,4.0,0.87159336,7.280109889280518,0.627905547618866,17.029386365926403,22.205384063720704,2,1,4,0,0
PHD_27,9.486832980505138,0.85452175,8.06225774829855,0.4609181433916092,13.0,12.968642807006836,2,1,3,4,0
PHD_2701,8.06225774829855,0.76609594,6.4031242374328485,0.5926141709089279,7.810249675906654,3.4491046190261843,2,1,2,2,4
PHD_2709,6.324555320336759,0.83598804,5.0990195135927845,0.6160775393247604,6.324555320336759,2.198143196105957,2,1,0,0,0
PHD_2710,3.605551275463989,0.8128989,0.0,0.5963980168104172,3.1622776601683795,3.020804929733276,2,1,1,2,2
PHD_2716,8.06225774829855,0.7833636,4.242640687119285,0.549628522992134,3.605551275463989,4.62665901184082,2,1,3,3,4
PHD_272,7.211102550927978,0.8402883,9.219544457292889,0.6229970961809158,7.280109889280518,3.63522629737854,2,1,2,0,0
PHD_2724,15.811388300841896,0.58996636,25.079872407968907,0.3604805201292038,12.529964086141668,13.137924289703369,2,1,3,4,4
PHD_2726,14.0356688476182,0.6106311,14.142135623730953,0.5198814839124679,11.0,5.186003398895264,2,1,3,4,4
PHD_2728,3.605551275463989,0.80470884,6.082762530298219,0.5940822392702103,8.48528137423857,6.82526273727417,2,1,3,2,2
PHD_2731,21.93171219946131,0.71915686,12.206555615733702,0.4558897972106933,17.72004514666935,15.85358428955078,2,1,4,4,4
PHD_2734,12.806248474865695,0.6111841,9.219544457292889,0.5202977627515792,5.0,4.721940040588379,2,1,3,4,4
PHD_274,13.0,0.8009989,17.72004514666935,0.6074797183275222,13.341664064126334,3.29442720413208,2,1,2,1,2
PHD_2740,10.44030650891055,0.8116535,6.708203932499369,0.6075793415307998,10.198039027185567,2.907463812828064,2,1,1,1,2
PHD_2745,10.198039027185567,0.82075256,11.704699910719626,0.5990414768457413,12.36931687685298,2.926882743835449,2,1,1,2,1
PHD_275,6.082762530298219,0.7969647,7.211102550927978,0.5081820011138916,22.56102834535696,44.89617347717285,2,1,4,4,3
PHD_2757,5.385164807134504,0.80667615,7.071067811865476,0.5666246563196182,4.123105625617661,3.259878468513489,2,1,2,3,2
PHD_285,9.219544457292889,0.81924844,8.94427190999916,0.6093864530324936,6.324555320336759,1.7772699117660522,2,1,0,1,1
PHD_292,10.770329614269007,0.81336707,7.810249675906654,0.618722352385521,6.708203932499369,3.378186893463135,2,1,2,0,2
PHD_295,4.47213595499958,0.7994445,5.0,0.6076378256082535,5.0990195135927845,3.39208071231842,2,1,2,1,2
PHD_304,89.88882021697692,0.7225865,10.04987562112089,0.403079143166542,25.29822128134704,25.35648193359375,2,1,4,4,4
PHD_315,12.16552506059644,0.5583758,2.23606797749979,0.3750057309865952,23.706539182259394,39.40325660705567,2,1,4,4,4
PHD_330,5.385164807134504,0.8209989,11.31370849898476,0.5399559289216995,8.602325267042627,6.6623838424682615,2,1,3,3,1
PHD_342,3.605551275463989,0.8047106,8.0,0.582581415772438,6.0,3.965019130706787,2,1,3,2,2
PHD_346,7.071067811865476,0.5395494,8.06225774829855,0.3558258533477783,14.866068747318506,23.52516784667969,2,1,4,4,4
PHD_35,8.06225774829855,0.8122965,4.242640687119285,0.5991010636091232,4.47213595499958,3.55863037109375,2,1,2,2,2
PHD_367,13.92838827718412,0.7062118,14.422205101855956,0.3388308018445968,21.93171219946131,22.50662307739258,2,1,4,4,4
PHD_37,3.605551275463989,0.7893868,2.23606797749979,0.5218031644821167,8.602325267042627,15.34953327178955,2,1,4,4,3
PHD_387,6.4031242374328485,0.81949574,11.6619037896906,0.6065576761960983,10.0,2.7633307456970213,2,1,1,1,1
PHD_390,7.280109889280518,0.8104757,11.40175425099138,0.6140212804079056,8.94427190999916,2.251166558265686,2,1,0,0,2
PHD_393,12.529964086141668,0.83094263,12.529964086141668,0.599721810221672,14.317821063276352,3.683570051193237,2,1,2,2,0
PHD_395,15.132745950421556,0.48007876,13.038404810405298,0.2088120222091674,18.43908891458577,23.910658264160155,2,1,4,4,4
PHD_397,3.1622776601683795,0.7266915,5.830951894845301,0.5760377317667007,4.47213595499958,3.4213099479675293,2,1,2,2,4
PHD_403,13.038404810405298,0.81255317,13.601470508735444,0.5973152130842209,15.297058540778355,2.967576432228088,2,1,1,2,2
PHD_408,5.385164807134504,0.8031854,3.605551275463989,0.5892886072397232,1.4142135623730951,3.873149228096009,2,1,3,2,2
PHD_409,18.027756377319943,0.5974359,15.811388300841896,0.2783781170845031,56.79788728465171,82.35033111572265,2,1,4,4,4
PHD_41,9.433981132056603,0.854882,9.899494936611664,0.6016293436288833,6.4031242374328485,5.392443370819092,2,1,3,1,0
PHD_410,4.242640687119285,0.8145562,4.123105625617661,0.64229356944561,3.1622776601683795,3.5160776376724243,2,1,2,0,2
PHD_413,9.219544457292889,0.84200835,10.0,0.587127947807312,10.44030650891055,14.687688541412353,2,1,4,2,0
PHD_415,4.47213595499958,0.81402093,4.123105625617661,0.5765500068664551,19.4164878389476,25.391047859191893,2,1,4,2,2
PHD_417,16.278820596099706,0.2511332,14.0356688476182,0.444128605723381,13.601470508735444,4.092430472373962,2,1,3,4,4
PHD_419,188.403821617291,0.6787225,16.278820596099706,0.3101964443922043,32.526911934581186,62.477051162719725,2,1,4,4,4
PHD_427,4.123105625617661,0.8530023,7.071067811865476,0.6284078389406205,7.071067811865476,2.29442720413208,2,1,0,0,0
PHD_43,1.0,0.81074834,4.123105625617661,0.5631755203008652,4.0,5.27244462966919,2,1,3,3,2
PHD_442,4.47213595499958,0.81699705,8.94427190999916,0.4870860010385513,5.0990195135927845,7.187752962112427,2,1,3,4,2
PHD_443,7.071067811865476,0.88016576,6.4031242374328485,0.6173368364572525,5.830951894845301,2.8640655755996702,2,1,1,0,0
PHD_444,9.848857801796104,0.8486336,9.055385138137416,0.4579453229904174,38.01315561749642,67.61158332824706,2,1,4,4,0
PHD_462,7.071067811865476,0.784773,9.0,0.5957596391439438,6.082762530298219,3.04721360206604,2,1,1,2,3
PHD_463,2.23606797749979,0.8371424,4.47213595499958,0.6108197003602982,1.0,3.4489670276641844,2,1,2,0,0
PHD_464,11.40175425099138,0.7997236,13.601470508735444,0.2848420023918152,43.9089968002003,61.61247863769531,2,1,4,4,2
PHD_465,24.698178070456937,0.7028083,24.698178070456937,0.4746524423360824,25.6320112359526,3.153565788269043,2,1,1,4,4
PHD_467,3.605551275463989,0.80230725,5.385164807134504,0.7201103329658508,3.605551275463989,3.001891016960144,3,2,0,0,0
PHD_469,10.295630140987,0.7815671,8.602325267042627,0.7032883763313293,7.211102550927978,3.809327054023744,3,2,1,0,1
PHD_47,3.1622776601683795,0.6459996,3.1622776601683795,0.6555289506912232,3.605551275463989,3.14668664932251,3,2,1,2,3
PHD_480,5.0,0.67648023,5.0990195135927845,0.6171260058879853,5.0,4.354539823532105,3,2,2,2,3
PHD_482,9.055385138137416,0.5648274,15.033296378372908,0.5579780995845794,14.0356688476182,6.440045499801636,3,2,3,3,4
PHD_49,3.605551275463989,0.75875676,3.605551275463989,0.5259772777557373,4.0,6.609780025482178,3,2,3,3,1
PHD_499,17.08800749063506,0.597479,6.324555320336759,0.6246052145957947,12.0,3.255624437332153,3,2,1,2,4
PHD_50,2.8284271247461903,0.4205534,1.4142135623730951,0.4621566295623779,2.23606797749979,4.868286275863648,3,2,3,4,4
PHD_524,12.36931687685298,0.3559019,4.123105625617661,0.6065359830856323,6.4031242374328485,3.5558543682098387,3,2,1,2,4
PHD_526,10.0,0.7439924,6.4031242374328485,0.6645760178565979,8.54400374531753,4.40153169631958,3,2,2,1,2
PHD_527,10.63014581273465,0.8025615,7.071067811865476,0.7223283052444458,6.4031242374328485,3.093073081970215,3,2,1,0,0
PHD_529,3.0,0.80071217,8.48528137423857,0.6290300011634826,5.0,3.7197561264038086,3,2,1,2,0
PHD_530,2.23606797749979,0.6465501,1.4142135623730951,0.6474826216697693,3.1622776601683795,3.3304952144622804,3,2,1,2,3
PHD_531,10.816653826391969,0.78187835,8.246211251235321,0.7006702423095703,6.324555320336759,3.6247867345809937,3,2,1,1,1
PHD_534,1.4142135623730951,0.8056481,4.123105625617661,0.697103989124298,1.4142135623730951,1.9740963459014893,3,2,0,1,0
PHD_535,100.4987562112089,0.42467475,7.211102550927978,0.3501543521881103,23.43074902771996,39.3885311126709,3,2,4,4,4
PHD_539,5.656854249492381,0.7891966,4.242640687119285,0.6900794863700866,4.0,3.236408495903015,3,2,1,1,1
PHD_540,8.94427190999916,0.65926087,3.605551275463989,0.6502970337867737,6.708203932499369,2.6994730472564696,3,2,0,2,3
PHD_546,3.605551275463989,0.8286739,2.0,0.709227693080902,2.0,1.5416408061981202,3,2,0,0,0
PHD_55,11.0,0.8025968,7.071067811865476,0.7341765761375427,8.06225774829855,2.153565788269043,3,2,0,0,0
PHD_551,82.20097323024831,0.338973,83.81527307120105,0.4627695083618164,80.44874144447506,4.177991485595703,3,2,2,4,4
PHD_552,6.324555320336759,0.62193745,5.656854249492381,0.6499111652374268,5.830951894845301,2.6485281229019164,3,2,0,2,3
PHD_554,8.06225774829855,0.77064395,5.830951894845301,0.4989067912101745,3.0,4.506319832801819,3,2,2,4,1
PHD_555,15.033296378372908,0.73189545,9.486832980505138,0.7164465546607971,11.180339887498947,3.353774094581604,3,2,1,0,2
PHD_559,7.071067811865476,0.7887554,5.385164807134504,0.7232010960578918,5.656854249492381,2.6996946573257445,3,2,0,0,1
PHD_59,19.235384061671343,0.42870253,17.11724276862369,0.2334639132022857,26.40075756488817,31.054763412475587,3,2,4,4,4
PHD_60,5.830951894845301,0.7677994,7.071067811865476,0.6525429368019104,6.082762530298219,3.8873721599578857,3,2,2,2,1
PHD_643,98.00510190801292,0.6854957,92.64987857520376,0.6041052937507629,94.92101980067427,4.127293920516967,3,2,2,2,3
PHD_658,6.324555320336759,0.78957427,8.54400374531753,0.7160883545875549,6.082762530298219,2.740914154052734,3,2,0,0,1
PHD_687,3.605551275463989,0.8005098,3.0,0.7235986948013305,3.605551275463989,2.2485281229019165,3,2,0,0,0
PHD_7,4.47213595499958,0.7714806,7.280109889280518,0.5959294676780701,6.708203932499369,8.520941829681396,3,2,3,3,1
PHD_709,3.605551275463989,0.8074396,6.324555320336759,0.7211269736289978,5.0,1.5981409549713137,3,2,0,0,0
PHD_715,15.0,0.21539898,6.324555320336759,0.4066265136003494,60.876925020897694,93.10381088256835,3,2,4,4,4
PHD_719,10.04987562112089,0.7893221,11.04536101718726,0.7124785661697388,10.0,2.271834707260132,3,2,0,0,1
PHD_73,17.0,0.8117403,10.04987562112089,0.7203944563865662,12.041594578792296,3.5142311096191405,3,2,1,0,0
PHD_741,5.0990195135927845,0.704649,3.605551275463989,0.6922514200210571,5.385164807134504,3.247992992401123,3,2,1,1,2
PHD_841,6.4031242374328485,0.7704958,5.0,0.6036923408508301,7.615773105863909,5.541321158409119,3,2,3,2,1
PHD_87,13.038404810405298,0.7894382,8.94427190999916,0.6975447177886963,6.4031242374328485,4.685515308380127,3,2,2,1,1
PHD_897,5.0,0.6919955,13.45362404707371,0.5948162913322449,8.602325267042627,5.902093362808228,3,2,3,3,3
PHD_9,8.246211251235321,0.80817413,7.071067811865476,0.6913514852523803,6.0,3.1638263702392577,3,2,1,1,0
PHD_910,8.602325267042627,0.80550134,3.1622776601683795,0.6919125080108642,2.0,4.436975622177124,3,2,2,1,0
PHD_93,8.06225774829855,0.7085668,6.082762530298219,0.514413845539093,12.649110640673518,14.73990478515625,3,2,4,4,2
PHD_96,7.0,0.8169163,4.47213595499958,0.6749173641204834,3.1622776601683795,4.544853782653808,3,2,2,1,0
PHD_97,5.656854249492381,0.8033294,7.615773105863909,0.6250840067863465,5.0,3.509354829788208,3,2,1,2,0
PHD_1032,2.23606797749979,0.82227725,4.123105625617661,0.7123340368270874,2.23606797749979,2.668864035606384,3,2,0,0,0
PHD_1106,10.295630140987,0.7385401,3.0,0.5365038752555847,43.41658669218482,50.364096069335936,3,2,4,3,2
PHD_1379,4.242640687119285,0.79831225,10.63014581273465,0.571453058719635,13.038404810405298,5.166441822052002,3,2,3,3,0
PHD_1458,8.06225774829855,0.73641306,7.0,0.7115415811538697,8.54400374531753,1.7656854152679444,3,2,0,0,2
PHD_1905,3.0,0.6343823,4.0,0.655104660987854,0.0,4.11346116065979,3,2,2,2,3
PHD_2205,13.0,0.8284151,10.63014581273465,0.7028393507003784,12.083045973594572,3.087372159957886,3,2,1,0,0
PHD_2233,18.43908891458577,0.59062696,10.770329614269007,0.6107961058616638,13.038404810405298,4.170227861404419,3,2,2,2,4
PHD_2310,10.0,0.76614714,8.246211251235321,0.6958049178123474,8.94427190999916,3.5970738172531127,3,2,1,1,1
PHD_2352,4.242640687119285,0.75184083,1.4142135623730951,0.7140769839286805,2.8284271247461903,2.212899017333984,3,2,0,0,2
PHD_2432,14.317821063276352,0.7777483,14.212670403551895,0.7138336777687073,12.041594578792296,5.173405647277832,4,3,3,2,2
PHD_2460,310.71691296097805,0.3788216,7.810249675906654,0.5378677368164062,66.06814663663572,97.59889602661131,4,3,4,4,4
PHD_2462,6.4031242374328485,0.7872933,4.47213595499958,0.7483667016029358,8.602325267042627,2.625798034667969,4,3,1,2,2
PHD_2486,6.324555320336759,0.6357558,5.0,0.6729860663414001,5.0990195135927845,4.033761501312256,4,3,3,3,4
PHD_2497,11.180339887498947,0.79998094,6.0,0.5553404331207276,10.0,5.4069647789001465,4,3,3,4,1
PHD_2640,17.029386365926403,0.8023387,16.278820596099706,0.7573726296424865,14.142135623730953,2.8804485321044924,4,3,1,1,0
PHD_3205,8.06225774829855,0.735574,5.385164807134504,0.7246707677841187,7.810249675906654,2.739781761169433,4,3,1,2,3
PHD_361,4.242640687119285,0.5672108,10.770329614269007,0.6394490480422974,8.54400374531753,3.99390025138855,4,3,2,3,4
PHD_4039,8.54400374531753,0.7562175,6.082762530298219,0.7470463275909424,8.0,2.5949673891067504,4,3,1,2,3
PHD_4136,13.892443989449804,0.78238046,9.219544457292889,0.7555764436721801,12.206555615733702,2.4128990173339844,4,3,0,1,2
PHD_4160,107.78218776773832,0.47220254,34.713109915419565,0.261244398355484,15.264337522473747,49.5555965423584,4,3,4,4,4
PHD_4167,4.0,0.75389713,2.8284271247461903,0.7462660193443298,4.242640687119285,2.1152982473373414,4,3,0,2,3
PHD_4178,6.4031242374328485,0.8132662,5.830951894845301,0.7726796984672546,5.656854249492381,1.9340092658996584,4,3,0,0,0
PHD_4183,8.06225774829855,0.7941756,4.47213595499958,0.7524235248565674,8.54400374531753,2.978584408760071,4,3,2,1,1
PHD_4198,41.43669871020132,0.5620214,6.082762530298219,0.364243733882904,18.24828759089466,21.53318672180176,4,3,4,4,4
PHD_4199,10.04987562112089,0.7700583,6.082762530298219,0.7243796586990356,7.071067811865476,4.565535259246826,4,3,3,2,2
PHD_4221,5.0,0.7994832,4.242640687119285,0.7495323181152344,5.656854249492381,1.803952956199646,4,3,0,1,1
PHD_4225,3.605551275463989,0.74666584,4.242640687119285,0.3089641332626343,78.77182237323191,68.2693717956543,4,3,4,4,3
PHD_4236,12.529964086141668,0.76857424,15.556349186104043,0.6976726770401,14.212670403551895,4.081904363632202,4,3,3,3,3
PHD_4264,10.44030650891055,0.73322344,7.615773105863909,0.5859302043914795,5.385164807134504,4.074106764793396,4,3,3,3,4
PHD_4265,6.708203932499369,0.7998896,4.47213595499958,0.7707406401634216,4.242640687119285,2.49442720413208,4,3,1,0,1
PHD_4267,17.46424919657298,0.8117485,8.06225774829855,0.7726250410079956,9.0,4.31391761302948,4,3,3,0,0
PHD_4268,6.324555320336759,0.78575087,5.0,0.7164031267166138,7.615773105863909,3.43505437374115,4,3,2,2,2
PHD_4270,4.47213595499958,0.81743115,5.0,0.7620398998260498,5.0,2.1656854152679443,4,3,0,1,0
PHD_4284,17.46424919657298,0.6596564,15.652475842498529,0.7120643377304077,17.46424919657298,2.1740963459014893,4,3,0,2,4
PHD_4285,4.242640687119285,0.7587632,8.54400374531753,0.707436466217041,11.6619037896906,4.055030393600464,4,3,3,2,3
PHD_4290,9.219544457292889,0.80826986,8.246211251235321,0.6807439267635346,7.0,5.62239031791687,4,3,3,3,0
PHD_4307,18.110770276274835,0.78679955,10.04987562112089,0.7211724281311035,12.041594578792296,2.9240163564682007,4,3,2,2,2
PHD_4309,5.0,0.7886462,4.47213595499958,0.7693998098373414,5.0,1.8485281229019168,4,3,0,0,2
PHD_4313,9.219544457292889,0.7825205,8.94427190999916,0.7674509882926941,11.180339887498947,1.9656854152679444,4,3,0,0,2
PHD_4315,11.40175425099138,0.74521255,5.385164807134504,0.7351354002952576,8.94427190999916,2.032455539703369,4,3,0,2,3
PHD_4316,2.8284271247461903,0.7947314,3.605551275463989,0.771762490272522,4.47213595499958,1.482842707633972,4,3,0,0,1
PHD_4318,3.0,0.7948877,3.1622776601683795,0.7036865949630737,5.0990195135927845,3.833529806137085,4,3,2,3,1
PHD_4330,13.341664064126334,0.7283884,3.1622776601683795,0.5738387048244477,4.123105625617661,5.161301040649414,4,3,3,4,4
PHD_4341,5.385164807134504,0.76718634,5.830951894845301,0.7598685026168823,7.211102550927978,2.6343465566635134,4,3,1,1,3
PHD_4349,5.0,0.81692624,7.211102550927978,0.7698423504829407,5.830951894845301,3.08050549030304,4,3,2,0,0
PHD_4362,6.0,0.80120265,5.0,0.6680561661720276,6.0,2.286795663833618,4,3,0,3,1
PHD_4368,6.082762530298219,0.8045729,10.0,0.6587441086769104,10.198039027185567,6.8389081954956055,4,3,4,3,0
PHD_4370,8.246211251235321,0.67859614,9.848857801796104,0.6658467531204224,7.615773105863909,3.809117865562439,4,3,2,3,4
PHD_4372,18.027756377319943,0.7267828,10.63014581273465,0.5761995911598206,12.206555615733702,7.524834823608399,4,3,4,4,4
PHD_4382,10.04987562112089,0.71527606,10.04987562112089,0.7519362568855286,12.36931687685298,2.297056221961975,4,3,0,1,4
PHD_4387,12.529964086141668,0.7887994,7.071067811865476,0.7719123840332032,9.219544457292889,2.215537452697754,4,3,0,0,2
PHD_4393,8.0,0.76484966,6.0,0.6276013731956482,9.219544457292889,13.158986949920656,4,3,4,3,3
PHD_4399,10.770329614269007,0.7856682,8.602325267042627,0.7385014176368714,10.0,3.1511747360229494,4,3,2,2,2
PHD_4403,8.0,0.78449583,7.280109889280518,0.7684642791748046,10.0,1.7981409549713134,4,3,0,0,2
PHD_4404,6.4031242374328485,0.7161938,3.605551275463989,0.714544141292572,5.0,4.080492973327637,4,3,3,2,4
PHD_4412,38.3275357934736,0.52562225,7.0,0.4726671338081359,11.180339887498947,24.610316276550293,4,3,4,4,4
PHD_4415,2.0,0.79461074,1.0,0.7570098161697387,3.1622776601683795,2.869046115875244,4,3,1,1,1
PHD_4417,6.4031242374328485,0.54072946,2.23606797749979,0.6280038475990295,1.0,3.004520082473755,4,3,2,3,4
PHD_4420,239.1171261118701,0.2857745,6.4031242374328485,0.6105413436889648,46.52956049652737,77.23245010375976,4,3,4,3,4
PHD_4423,10.770329614269007,0.783028,3.0,0.7558230400085449,6.0,2.9688909530639647,4,3,2,1,2
PHD_4426,4.242640687119285,0.7404655,5.385164807134504,0.726907479763031,5.830951894845301,2.0809836626052856,4,3,0,2,3
PHD_4435,3.1622776601683795,0.75562954,2.23606797749979,0.7564080238342286,2.8284271247461903,2.60209391117096,4,3,1,1,3
PHD_4437,3.0,0.6319021,6.4031242374328485,0.5077858537435531,7.810249675906654,7.187951946258545,5,4,4,4,4
PHD_4440,18.027756377319943,0.72501814,9.0,0.3492765098810196,12.206555615733702,7.115254759788513,5,4,4,4,4
PHD_4451,9.486832980505138,0.8314575,6.4031242374328485,0.5772005319595337,15.231546211727816,14.21236171722412,5,4,4,3,2
PHD_4455,9.433981132056603,0.79978645,12.16552506059644,0.686627721786499,13.601470508735444,4.2382474660873415,5,4,3,2,3
PHD_4458,11.180339887498947,0.84988654,9.486832980505138,0.7606964230537414,10.44030650891055,2.679669141769409,5,4,1,1,0
PHD_4462,7.615773105863909,0.84036314,10.770329614269007,0.6344296038150787,11.180339887498947,5.488699674606323,5,4,4,3,1
PHD_4466,12.041594578792296,0.69148386,6.0,0.4973600268363952,10.770329614269007,5.200401496887207,5,4,4,4,4
PHD_4474,13.45362404707371,0.8338412,13.038404810405298,0.6349867105484008,10.44030650891055,4.891462707519532,5,4,3,3,2
PHD_4481,14.317821063276352,0.83757883,8.94427190999916,0.7625682830810547,9.219544457292889,4.58844747543335,5,4,3,1,1
PHD_4482,9.219544457292889,0.8443972,7.211102550927978,0.8008776545524597,8.602325267042627,1.730056309700012,5,4,0,0,1
